snapshot_date,product_id,product_name,sku,category,stock_on_hand,stock_reserved,stock_available,reorder_level,unit_cost,unit_price,inventory_value,warehouse_location,store_id
"October 29, 2021",2045,Hair Dryer Professional,SKU-2045-9252,Beauty,207,1,,35,37.87,69.99,,WH-B1,3048
29-10-2021,2046,Multivitamin Daily 120ct,SKU-2046-2719,Health,87,12,,10,10.09,24.99,,WH-B1,
2021/10/29,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,Health,50,36,,36,7.23,16.99,,wh-a1,3005
2021/10/29,2048,Face Wash Gentle Cleanser,SKU-2048-1450,Beauty,444,32,,23,6.66,12.99,,WH-B2,3002
10/29/2021,2049,Shampoo Argan Oil 16oz,SKU-2049-4407,BEAUTY,460,46,,22,$6.40,$14.99,,WH-B2,3004
29/10/2021,2050,Digital Bathroom Scale,SKU-2050-7743,Health,461,20,,6,21.22,$39.99,,WH-C2,
"Oct 29, 2021",2051,Hardcover Notebook A5,SKU-2051-9972,Office,384,9,,30,5.72,12.99,,WH-B1,3032
"Oct 29, 2021",2052,Ballpoint Pens 12-Pack,SKU-2052-7281,OFFICE,134,20,,30,$4.59,8.99,,wh-a1,3007
2021-10-29,2053,Desk Organizer Bamboo,SKU-2053-5558,Office,395,26,,9,$10.20,24.99,,WH-A2,3022
"October 29, 2021",2054,Stapler Heavy Duty,SKU-2054-5278,office,287,5,,11,8.54,19.99,,WH-C1,
29-10-2021,2055,Sticky Notes 12-Pack,SKU-2055-5955,Office,402,50,,17,4.06,$9.99,,wh-b1,3041
"October 29, 2021",2056,Mechanical Pencil Set,SKU-2056-6371,Office,285,12,,9,$6.44,14.99,,WH-C2,3015
2021/10/29,2057,Wireless Mouse Ergonomic,SKU-2057-9974,Office,2,15,,21,18.60,$39.99,,wh-b1,3021
10/29/2021,2058,Desk Lamp LED Adjustable,SKU-2058-2037,Office,162,14,,10,23.50,44.99,,wh-b1,3027
2021/10/29,2059,Folder Organizer 10-Pack,SKU-2059-2635,OFFICE,95,13,,25,5.59,12.99,,wh-a1,3046
"October 29, 2021",2060,Whiteboard 24x36,SKU-2060-5372,Office,226,29,,11,21.56,$49.99,,WH-C2,3009
"Oct 29, 2021",2061,Action Figure Collector Series,SKU-2061-9248,Toys,477,40,,45,12.59,24.99,,WH-B2,3043
2021-10-29,2062,Board Game Strategy 2-6 Players,SKU-2062-6656,toys,364,39,,45,19.29,$39.99,,WH-A2,3039
"Oct 29, 2021",2063,LEGO Building Set 500pcs,SKU-2063-6728,Toys,302,4,,46,27.94,59.99,,WH-A2,3002
10/29/2021,2064,Remote Control Car Racing,SKU-2064-6588,Toys,295,25,,42,21.10,49.99,,WH-B1,3032
29-10-2021,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,Toys,279,15,,13,10.13,$19.99,,WH-B2,3017
"October 29, 2021",2066,Doll with Accessories,SKU-2066-6394,Toys,392,35,,25,14.11,$29.99,,WH-C1,3010
29/10/2021,2067,Card Game Family Fun,SKU-2067-7698,Toys,64,36,,30,8.07,14.99,,wh-a1,3046
"October 29, 2021",2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,Toys,181,31,,12,10.13,19.99,,WH-C1,
"October 29, 2021",2069,Telescope Beginner 70mm,SKU-2069-4584,Toys,390,18,,26,$41.11,89.99,,WH-B1,
10/29/2021,2070,Science Kit Chemistry,SKU-2070-2054,Toys,118,25,,15,18.23,34.99,,wh-a1,3001
2022/01/14,2001,Wireless Bluetooth Headphones,SKU-2001-7938,Electronics,110,15,,45,66.91,$149.99,,wh-b1,
14-01-2022,2002,Smart LED TV 55-inch,SKU-2002-4412,Electronics,82,1,,29,298.38,699.99,,WH-C1,3007
14-01-2022,2003,Laptop 15.6 inch Core i7,SKU-2003-8028,Electronics,219,35,,25,$645.70,1249.99,,wh-b1,3023
2022/01/14,2004,USB-C Fast Charger 65W,SKU-2004-5125,Electronics,152,14,,39,$12.29,34.99,,wh-a1,3038
14-01-2022,2005,Mechanical Gaming Keyboard,SKU-2005-4228,Electronics,421,28,,34,53.87,89.99,,WH-A2,3027
2022/01/14,2006,4K Webcam 1080p,SKU-2006-7909,electronics,100,14,,49,$33.39,$79.99,,wh-a1,3031
14-01-2022,2007,Portable Bluetooth Speaker,SKU-2007-6416,Electronics,91,21,,6,$24.14,59.99,,WH-B1,3024
14/01/2022,2008,Smartwatch Fitness Tracker,SKU-2008-6735,electronics,432,35,,43,91.70,199.99,,wh-a1,3033
2022-01-14,2009,Noise Cancelling Earbuds,SKU-2009-2763,electronics,409,11,,10,72.43,129.99,,WH-B2,3044
14/01/2022,2010,External SSD 1TB,SKU-2010-1970,Electronics,175,8,,20,47.21,$119.99,,WH-C2,3043
"January 14, 2022",2011,Running Shoes Men Size 10,SKU-2011-2637,Footwear,227,25,,40,38.92,$89.99,,WH-B2,3008
2022-01-14,2012,Women's Yoga Pants,SKU-2012-5183,Clothing,86,25,,44,$18.21,49.99,,WH-B1,3021
01/14/2022,2013,Men's Casual Polo Shirt,SKU-2013-3568,Clothing,495,17,,14,13.94,$34.99,,WH-B2,3008
"Jan 14, 2022",2014,Women's Winter Jacket,SKU-2014-3549,Clothing,341,47,,25,47.58,129.99,,WH-C2,
"January 14, 2022",2015,Kids Soccer Cleats,SKU-2015-4219,Footwear,356,40,,46,$17.29,44.99,,WH-B2,3018
2022/01/14,2016,Denim Jeans Slim Fit,SKU-2016-5459,Clothing,0,16,,45,34.85,64.99,,WH-B1,3042
"Jan 14, 2022",2017,Sports Backpack 30L,SKU-2017-5600,bags,87,5,,47,$20.28,$54.99,,WH-B2,3005
14/01/2022,2018,Baseball Cap Adjustable,SKU-2018-2408,Clothing,258,49,,37,$9.23,24.99,,WH-C2,3027
2022/01/14,2019,Gym Gloves Workout,SKU-2019-9734,Clothing,390,12,,12,7.40,$19.99,,WH-A2,3014
01/14/2022,2020,Athletic Crew Socks 6-Pack,SKU-2020-8195,Clothing,101,47,,31,7.52,14.99,,wh-b1,3035
14-01-2022,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,Kitchen,209,11,,50,135.30,249.99,,WH-C2,
2022-01-14,2022,Coffee Maker 12-Cup,SKU-2022-5885,Kitchen,172,6,,39,$37.88,79.99,,WH-C1,
14-01-2022,2023,Air Fryer 5.8 Quart,SKU-2023-1048,  Kitchen ,280,15,,30,$42.83,99.99,,WH-A2,3024
"Jan 14, 2022",2024,Non-Stick Pan Set 3-Piece,SKU-2024-5329,  Kitchen ,463,33,,15,$38.14,69.99,,wh-b1,3028
14/01/2022,2025,Blender High Performance,SKU-2025-9530,Kitchen,356,0,,44,$49.21,129.99,,wh-a1,3043
"Jan 14, 2022",2026,Cutting Board Set Bamboo,SKU-2026-1154,kitchen,75,20,,31,$14.59,$29.99,,WH-C2,3018
14-01-2022,2027,Instant Pot 8 Quart,SKU-2027-4461,Kitchen,290,33,,30,51.28,129.99,,WH-C1,3029
14/01/2022,2028,Wine Glass Set 12-Piece,SKU-2028-2259,Kitchen,145,28,,24,$17.48,39.99,,WH-A2,
"Jan 14, 2022",2029,Knife Set 15-Piece,SKU-2029-3026,Kitchen,267,30,,25,81.61,149.99,,WH-C2,
01/14/2022,2030,Stand Mixer 5 Quart,SKU-2030-4078,Kitchen,21,2,,27,171.29,$349.99,,wh-a1,3013
01/14/2022,2031,Yoga Mat Non-Slip,SKU-2031-6532,SPORTS,287,26,,42,17.14,39.99,,wh-a1,3035
2022-01-14,2032,Resistance Bands Set 5-Pack,SKU-2032-9326,Sports,318,21,,32,12.53,$24.99,,WH-A2,3020
"Jan 14, 2022",2033,Adjustable Dumbbells 50lb,SKU-2033-9605,Sports,382,3,,20,178.09,299.99,,WH-A1,3001
"Jan 14, 2022",2034,Camping Tent 4-Person,SKU-2034-5579,Sports,425,49,,49,97.31,$189.99,,wh-a1,3013
2022-01-14,2035,Hiking Boots Waterproof,SKU-2035-6241,Footwear,279,35,,44,49.28,$139.99,,WH-C2,3028
"January 14, 2022",2036,Foam Roller 18-inch,SKU-2036-8868,Sports,81,26,,15,10.70,29.99,,WH-B1,3039
14-01-2022,2037,Jump Rope Speed,SKU-2037-3077,SPORTS,139,46,,37,8.33,14.99,,WH-A1,
14-01-2022,2038,Water Bottle 32oz Insulated,SKU-2038-9318,Sports,357,30,,29,14.26,34.99,,WH-C2,
2022-01-14,2039,Trekking Poles Adjustable,SKU-2039-1135,Sports,434,19,,18,33.92,$59.99,,WH-C2,3045
"January 14, 2022",2040,Sleeping Bag -20F,SKU-2040-5501,Sports,237,29,,32,34.30,$89.99,,WH-C1,
2022-01-14,2041,Vitamin C 1000mg 90 Tablets,SKU-2041-1431,health,430,22,,35,$7.53,19.99,,WH-B1,
14-01-2022,2042,Protein Powder Whey 5lb,SKU-2042-7028,Health,362,29,,22,25.05,$54.99,,WH-C2,3021
2022/01/14,2043,Moisturizing Face Cream SPF30,SKU-2043-8727,Beauty,240,5,,24,16.43,29.99,,WH-C1,3033
2022-01-14,2044,Electric Toothbrush Rechargeable,SKU-2044-5710,health,313,35,,29,$22.84,49.99,,wh-b1,
"Jan 14, 2022",2045,Hair Dryer Professional,SKU-2045-9252,Beauty,420,21,,35,37.87,$69.99,,WH-A1,
14/01/2022,2046,Multivitamin Daily 120ct,SKU-2046-2719,Health,137,13,,10,10.09,$24.99,,WH-C1,
2022/01/14,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,Health,428,46,,36,$7.23,16.99,,WH-C1,3037
14-01-2022,2048,Face Wash Gentle Cleanser,SKU-2048-1450,Beauty,199,19,,23,6.66,12.99,,wh-a1,3035
2022-01-14,2049,Shampoo Argan Oil 16oz,SKU-2049-4407,BEAUTY,74,42,,22,$6.40,14.99,,WH-B1,3038
2022/01/14,2050,Digital Bathroom Scale,SKU-2050-7743,Health,470,7,,6,21.22,39.99,,WH-C1,3023
"Jan 14, 2022",2051,Hardcover Notebook A5,SKU-2051-9972,Office,35,23,,30,$5.72,$12.99,,WH-B1,3023
01/14/2022,2052,Ballpoint Pens 12-Pack,SKU-2052-7281,OFFICE,373,5,,30,$4.59,8.99,,WH-C2,3040
"January 14, 2022",2053,Desk Organizer Bamboo,SKU-2053-5558,Office,270,15,,9,10.20,$24.99,,WH-C2,3036
2022-01-14,2054,Stapler Heavy Duty,SKU-2054-5278,office,41,39,,11,$8.54,$19.99,,WH-B2,
"January 14, 2022",2055,Sticky Notes 12-Pack,SKU-2055-5955,Office,278,20,,17,4.06,9.99,,WH-C2,3023
"Jan 14, 2022",2056,Mechanical Pencil Set,SKU-2056-6371,Office,353,5,,9,6.44,$14.99,,WH-B2,3041
2022-01-14,2057,Wireless Mouse Ergonomic,SKU-2057-9974,Office,285,37,,21,18.60,$39.99,,WH-B2,3003
"January 14, 2022",2058,Desk Lamp LED Adjustable,SKU-2058-2037,Office,265,13,,10,$23.50,44.99,,WH-A2,3003
"January 14, 2022",2059,Folder Organizer 10-Pack,SKU-2059-2635,OFFICE,470,37,,25,5.59,$12.99,,WH-B2,3029
"January 14, 2022",2060,Whiteboard 24x36,SKU-2060-5372,Office,435,48,,11,$21.56,49.99,,WH-B1,3025
01/14/2022,2061,Action Figure Collector Series,SKU-2061-9248,Toys,329,39,,45,12.59,24.99,,WH-A1,3011
01/14/2022,2062,Board Game Strategy 2-6 Players,SKU-2062-6656,toys,311,4,,45,19.29,39.99,,WH-B1,3038
14/01/2022,2063,LEGO Building Set 500pcs,SKU-2063-6728,Toys,348,0,,46,27.94,59.99,,wh-b1,3023
2022/01/14,2064,Remote Control Car Racing,SKU-2064-6588,Toys,367,37,,42,21.10,49.99,,WH-A1,3011
14/01/2022,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,Toys,416,11,,13,$10.13,$19.99,,WH-C1,
01/14/2022,2066,Doll with Accessories,SKU-2066-6394,Toys,460,21,,25,14.11,$29.99,,wh-a1,3041
"January 14, 2022",2067,Card Game Family Fun,SKU-2067-7698,Toys,240,6,,30,$8.07,14.99,,wh-a1,3048
14/01/2022,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,Toys,390,0,,12,10.13,$19.99,,wh-a1,3048
"January 14, 2022",2069,Telescope Beginner 70mm,SKU-2069-4584,Toys,123,42,,26,41.11,$89.99,,WH-B1,3036
01/14/2022,2070,Science Kit Chemistry,SKU-2070-2054,Toys,277,22,,15,$18.23,34.99,,WH-A1,3023
"Jul 03, 2022",2001,Wireless Bluetooth Headphones,SKU-2001-7938,Electronics,142,29,,45,66.91,149.99,,WH-A1,3027
03/07/2022,2002,Smart LED TV 55-inch,SKU-2002-4412,Electronics,427,12,,29,$298.38,699.99,,wh-b1,3043
03-07-2022,2003,Laptop 15.6 inch Core i7,SKU-2003-8028,Electronics,365,17,,25,$645.70,1249.99,,wh-b1,3003
03-07-2022,2004,USB-C Fast Charger 65W,SKU-2004-5125,Electronics,77,3,,39,$12.29,34.99,,WH-B1,3001
03/07/2022,2005,Mechanical Gaming Keyboard,SKU-2005-4228,Electronics,372,20,,34,53.87,89.99,,WH-B2,3028
07/03/2022,2006,4K Webcam 1080p,SKU-2006-7909,electronics,411,37,,49,$33.39,$79.99,,WH-B1,3050
07/03/2022,2007,Portable Bluetooth Speaker,SKU-2007-6416,Electronics,34,37,,6,24.14,59.99,,wh-b1,3048
"July 03, 2022",2008,Smartwatch Fitness Tracker,SKU-2008-6735,electronics,332,0,,43,91.70,199.99,,wh-b1,3011
2022-07-03,2009,Noise Cancelling Earbuds,SKU-2009-2763,electronics,463,20,,10,$72.43,129.99,,WH-C2,3008
"July 03, 2022",2010,External SSD 1TB,SKU-2010-1970,Electronics,460,40,,20,47.21,$119.99,,WH-A2,
03-07-2022,2011,Running Shoes Men Size 10,SKU-2011-2637,Footwear,204,44,,40,38.92,89.99,,WH-A2,3024
03-07-2022,2012,Women's Yoga Pants,SKU-2012-5183,Clothing,413,14,,44,18.21,49.99,,WH-B1,3026
"Jul 03, 2022",2013,Men's Casual Polo Shirt,SKU-2013-3568,Clothing,354,1,,14,$13.94,34.99,,WH-B1,3030
03/07/2022,2014,Women's Winter Jacket,SKU-2014-3549,Clothing,234,13,,25,47.58,$129.99,,wh-b1,3039
03/07/2022,2015,Kids Soccer Cleats,SKU-2015-4219,Footwear,31,0,,46,$17.29,44.99,,wh-a1,
03-07-2022,2016,Denim Jeans Slim Fit,SKU-2016-5459,Clothing,484,6,,45,34.85,64.99,,WH-A2,3010
03/07/2022,2017,Sports Backpack 30L,SKU-2017-5600,bags,197,30,,47,$20.28,54.99,,WH-A2,3020
"July 03, 2022",2018,Baseball Cap Adjustable,SKU-2018-2408,Clothing,331,47,,37,9.23,24.99,,wh-a1,3016
2022-07-03,2019,Gym Gloves Workout,SKU-2019-9734,Clothing,421,0,,12,7.40,19.99,,WH-B1,
"Jul 03, 2022",2020,Athletic Crew Socks 6-Pack,SKU-2020-8195,Clothing,395,39,,31,$7.52,14.99,,wh-a1,3017
07/03/2022,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,Kitchen,308,13,,50,135.30,$249.99,,wh-a1,3044
2022-07-03,2022,Coffee Maker 12-Cup,SKU-2022-5885,Kitchen,115,36,,39,37.88,79.99,,wh-a1,3006
"Jul 03, 2022",2023,Air Fryer 5.8 Quart,SKU-2023-1048,  Kitchen ,138,43,,30,42.83,$99.99,,WH-B1,3001
"July 03, 2022",2024,Non-Stick Pan Set 3-Piece,SKU-2024-5329,  Kitchen ,126,7,,15,38.14,69.99,,WH-B2,3009
"Jul 03, 2022",2025,Blender High Performance,SKU-2025-9530,Kitchen,12,3,,44,$49.21,129.99,,WH-B1,3016
2022-07-03,2026,Cutting Board Set Bamboo,SKU-2026-1154,kitchen,440,42,,31,$14.59,$29.99,,wh-b1,3018
"July 03, 2022",2027,Instant Pot 8 Quart,SKU-2027-4461,Kitchen,417,33,,30,51.28,$129.99,,wh-b1,3005
03/07/2022,2028,Wine Glass Set 12-Piece,SKU-2028-2259,Kitchen,350,39,,24,17.48,39.99,,WH-C2,3032
07/03/2022,2029,Knife Set 15-Piece,SKU-2029-3026,Kitchen,81,15,,25,$81.61,149.99,,WH-B2,3015
2022/07/03,2030,Stand Mixer 5 Quart,SKU-2030-4078,Kitchen,44,1,,27,171.29,349.99,,WH-A1,3004
2022-07-03,2031,Yoga Mat Non-Slip,SKU-2031-6532,SPORTS,118,9,,42,17.14,39.99,,WH-C1,
03-07-2022,2032,Resistance Bands Set 5-Pack,SKU-2032-9326,Sports,485,43,,32,12.53,$24.99,,wh-b1,3030
03/07/2022,2033,Adjustable Dumbbells 50lb,SKU-2033-9605,Sports,419,45,,20,178.09,$299.99,,WH-A2,3042
07/03/2022,2034,Camping Tent 4-Person,SKU-2034-5579,Sports,480,38,,49,97.31,189.99,,WH-B1,
2022-07-03,2035,Hiking Boots Waterproof,SKU-2035-6241,Footwear,22,38,,44,49.28,139.99,,wh-b1,3029
07/03/2022,2036,Foam Roller 18-inch,SKU-2036-8868,Sports,76,11,,15,10.70,$29.99,,wh-b1,3047
2022-07-03,2037,Jump Rope Speed,SKU-2037-3077,SPORTS,288,44,,37,8.33,$14.99,,WH-A2,3042
03/07/2022,2038,Water Bottle 32oz Insulated,SKU-2038-9318,Sports,46,22,,29,14.26,34.99,,WH-B2,
2022/07/03,2039,Trekking Poles Adjustable,SKU-2039-1135,Sports,302,4,,18,33.92,$59.99,,wh-a1,3034
03/07/2022,2040,Sleeping Bag -20F,SKU-2040-5501,Sports,332,22,,32,$34.30,89.99,,wh-a1,
"July 03, 2022",2041,Vitamin C 1000mg 90 Tablets,SKU-2041-1431,health,76,41,,35,7.53,19.99,,wh-a1,3027
03-07-2022,2042,Protein Powder Whey 5lb,SKU-2042-7028,Health,381,50,,22,$25.05,54.99,,wh-b1,3012
2022/07/03,2043,Moisturizing Face Cream SPF30,SKU-2043-8727,Beauty,145,24,,24,16.43,29.99,,WH-C1,
07/03/2022,2044,Electric Toothbrush Rechargeable,SKU-2044-5710,health,88,11,,29,22.84,49.99,,WH-A2,3023
03-07-2022,2045,Hair Dryer Professional,SKU-2045-9252,Beauty,119,47,,35,37.87,69.99,,WH-C1,
07/03/2022,2046,Multivitamin Daily 120ct,SKU-2046-2719,Health,436,2,,10,$10.09,24.99,,wh-a1,
03/07/2022,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,Health,260,37,,36,7.23,16.99,,WH-B1,
07/03/2022,2048,Face Wash Gentle Cleanser,SKU-2048-1450,Beauty,118,28,,23,6.66,$12.99,,wh-a1,3030
"July 03, 2022",2049,Shampoo Argan Oil 16oz,SKU-2049-4407,BEAUTY,456,43,,22,6.40,14.99,,WH-B1,3003
2022/07/03,2050,Digital Bathroom Scale,SKU-2050-7743,Health,64,46,,6,$21.22,39.99,,wh-b1,3035
2022/07/03,2051,Hardcover Notebook A5,SKU-2051-9972,Office,256,17,,30,$5.72,$12.99,,WH-C1,3037
03/07/2022,2052,Ballpoint Pens 12-Pack,SKU-2052-7281,OFFICE,380,12,,30,$4.59,8.99,,wh-b1,
"July 03, 2022",2053,Desk Organizer Bamboo,SKU-2053-5558,Office,309,31,,9,10.20,$24.99,,WH-B1,3024
03-07-2022,2054,Stapler Heavy Duty,SKU-2054-5278,office,327,8,,11,8.54,19.99,,WH-A2,3003
"Jul 03, 2022",2055,Sticky Notes 12-Pack,SKU-2055-5955,Office,468,29,,17,4.06,$9.99,,WH-A1,3014
03/07/2022,2056,Mechanical Pencil Set,SKU-2056-6371,Office,173,0,,9,6.44,14.99,,WH-C2,
2022/07/03,2057,Wireless Mouse Ergonomic,SKU-2057-9974,Office,360,28,,21,18.60,39.99,,WH-B2,3012
"Jul 03, 2022",2058,Desk Lamp LED Adjustable,SKU-2058-2037,Office,460,25,,10,23.50,$44.99,,WH-C2,
2022/07/03,2059,Folder Organizer 10-Pack,SKU-2059-2635,OFFICE,289,31,,25,$5.59,$12.99,,WH-B1,3038
2022/07/03,2060,Whiteboard 24x36,SKU-2060-5372,Office,452,31,,11,21.56,49.99,,wh-b1,3045
"July 03, 2022",2061,Action Figure Collector Series,SKU-2061-9248,Toys,402,2,,45,12.59,24.99,,wh-a1,3036
"Jul 03, 2022",2062,Board Game Strategy 2-6 Players,SKU-2062-6656,toys,114,37,,45,$19.29,39.99,,wh-a1,3014
07/03/2022,2063,LEGO Building Set 500pcs,SKU-2063-6728,Toys,158,1,,46,$27.94,59.99,,WH-B1,3049
07/03/2022,2064,Remote Control Car Racing,SKU-2064-6588,Toys,389,4,,42,21.10,$49.99,,WH-A2,3019
03/07/2022,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,Toys,147,15,,13,10.13,19.99,,WH-C2,3028
2022/07/03,2066,Doll with Accessories,SKU-2066-6394,Toys,212,24,,25,14.11,29.99,,WH-A2,
03/07/2022,2067,Card Game Family Fun,SKU-2067-7698,Toys,471,22,,30,8.07,$14.99,,WH-C2,3027
2022/07/03,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,Toys,331,34,,12,$10.13,19.99,,WH-C2,3035
"Jul 03, 2022",2069,Telescope Beginner 70mm,SKU-2069-4584,Toys,479,40,,26,41.11,89.99,,WH-C1,3034
2022-07-03,2070,Science Kit Chemistry,SKU-2070-2054,Toys,481,31,,15,18.23,34.99,,WH-A2,3021
2024-05-04,2001,Wireless Bluetooth Headphones,SKU-2001-7938,Electronics,417,12,,45,66.91,149.99,,WH-C2,3018
05/04/2024,2002,Smart LED TV 55-inch,SKU-2002-4412,Electronics,214,0,,29,$298.38,699.99,,wh-b1,3008
04/05/2024,2003,Laptop 15.6 inch Core i7,SKU-2003-8028,Electronics,34,20,,25,$645.70,1249.99,,WH-A1,3041
2024/05/04,2004,USB-C Fast Charger 65W,SKU-2004-5125,Electronics,5,36,,39,12.29,34.99,,WH-A1,3006
2024-05-04,2005,Mechanical Gaming Keyboard,SKU-2005-4228,Electronics,200,3,,34,$53.87,89.99,,WH-A2,3030
"May 04, 2024",2006,4K Webcam 1080p,SKU-2006-7909,electronics,385,4,,49,33.39,79.99,,wh-a1,
2024/05/04,2007,Portable Bluetooth Speaker,SKU-2007-6416,Electronics,226,11,,6,$24.14,$59.99,,WH-C1,3005
"May 04, 2024",2008,Smartwatch Fitness Tracker,SKU-2008-6735,electronics,135,24,,43,91.70,$199.99,,WH-B1,3043
05/04/2024,2009,Noise Cancelling Earbuds,SKU-2009-2763,electronics,490,3,,10,72.43,$129.99,,WH-C2,3024
04/05/2024,2010,External SSD 1TB,SKU-2010-1970,Electronics,210,40,,20,47.21,$119.99,,wh-a1,3045
2024/05/04,2011,Running Shoes Men Size 10,SKU-2011-2637,Footwear,203,16,,40,$38.92,$89.99,,WH-A1,3013
"May 04, 2024",2012,Women's Yoga Pants,SKU-2012-5183,Clothing,106,7,,44,$18.21,49.99,,wh-b1,3040
2024/05/04,2013,Men's Casual Polo Shirt,SKU-2013-3568,Clothing,378,29,,14,13.94,34.99,,WH-B2,3020
"May 04, 2024",2014,Women's Winter Jacket,SKU-2014-3549,Clothing,310,6,,25,47.58,129.99,,WH-A2,3008
"May 04, 2024",2015,Kids Soccer Cleats,SKU-2015-4219,Footwear,365,4,,46,17.29,$44.99,,WH-A1,3010
2024-05-04,2016,Denim Jeans Slim Fit,SKU-2016-5459,Clothing,10,35,,45,34.85,64.99,,wh-a1,3031
05/04/2024,2017,Sports Backpack 30L,SKU-2017-5600,bags,421,44,,47,20.28,54.99,,WH-A2,
"May 04, 2024",2018,Baseball Cap Adjustable,SKU-2018-2408,Clothing,197,12,,37,9.23,24.99,,WH-A2,3031
04-05-2024,2019,Gym Gloves Workout,SKU-2019-9734,Clothing,240,31,,12,7.40,19.99,,wh-a1,3034
2024/05/04,2020,Athletic Crew Socks 6-Pack,SKU-2020-8195,Clothing,110,25,,31,7.52,14.99,,WH-C1,
"May 04, 2024",2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,Kitchen,453,36,,50,$135.30,249.99,,WH-C2,3028
