snapshot_date,product_id,product_name,sku,category,stock_on_hand,stock_reserved,stock_available,reorder_level,unit_cost,unit_price,inventory_value,warehouse_location,store_id
"May 04, 2024",2022,Coffee Maker 12-Cup,SKU-2022-5885,Kitchen,280,43,,39,37.88,$79.99,,WH-B2,3008
2024-05-04,2023,Air Fryer 5.8 Quart,SKU-2023-1048,  Kitchen ,329,34,,30,42.83,$99.99,,WH-B1,
05/04/2024,2024,Non-Stick Pan Set 3-Piece,SKU-2024-5329,  Kitchen ,78,37,,15,38.14,$69.99,,WH-B2,3011
2024-05-04,2025,Blender High Performance,SKU-2025-9530,Kitchen,84,22,,44,49.21,129.99,,WH-B2,3009
04-05-2024,2026,Cutting Board Set Bamboo,SKU-2026-1154,kitchen,394,10,,31,14.59,29.99,,WH-B1,3028
"May 04, 2024",2027,Instant Pot 8 Quart,SKU-2027-4461,Kitchen,210,0,,30,51.28,$129.99,,wh-a1,3019
2024/05/04,2028,Wine Glass Set 12-Piece,SKU-2028-2259,Kitchen,324,41,,24,$17.48,39.99,,WH-C2,3050
04/05/2024,2029,Knife Set 15-Piece,SKU-2029-3026,Kitchen,335,48,,25,81.61,149.99,,WH-A2,
04/05/2024,2030,Stand Mixer 5 Quart,SKU-2030-4078,Kitchen,316,16,,27,171.29,349.99,,WH-C2,3007
"May 04, 2024",2031,Yoga Mat Non-Slip,SKU-2031-6532,SPORTS,61,49,,42,17.14,$39.99,,WH-B1,3024
2024-05-04,2032,Resistance Bands Set 5-Pack,SKU-2032-9326,Sports,15,22,,32,12.53,24.99,,WH-A1,3013
"May 04, 2024",2033,Adjustable Dumbbells 50lb,SKU-2033-9605,Sports,416,35,,20,$178.09,299.99,,WH-A2,3050
"May 04, 2024",2034,Camping Tent 4-Person,SKU-2034-5579,Sports,318,15,,49,97.31,189.99,,WH-C2,3037
"May 04, 2024",2035,Hiking Boots Waterproof,SKU-2035-6241,Footwear,173,14,,44,$49.28,139.99,,WH-A2,
"May 04, 2024",2036,Foam Roller 18-inch,SKU-2036-8868,Sports,84,21,,15,10.70,29.99,,WH-C2,3045
"May 04, 2024",2037,Jump Rope Speed,SKU-2037-3077,SPORTS,83,14,,37,8.33,$14.99,,wh-a1,
"May 04, 2024",2038,Water Bottle 32oz Insulated,SKU-2038-9318,Sports,460,45,,29,14.26,$34.99,,WH-C2,3036
04-05-2024,2039,Trekking Poles Adjustable,SKU-2039-1135,Sports,351,15,,18,33.92,$59.99,,WH-C2,3032
"May 04, 2024",2040,Sleeping Bag -20F,SKU-2040-5501,Sports,380,45,,32,34.30,89.99,,WH-C2,3003
2024/05/04,2041,Vitamin C 1000mg 90 Tablets,SKU-2041-1431,health,272,43,,35,7.53,19.99,,WH-A1,
05/04/2024,2042,Protein Powder Whey 5lb,SKU-2042-7028,Health,182,40,,22,$25.05,54.99,,WH-B1,
05/04/2024,2043,Moisturizing Face Cream SPF30,SKU-2043-8727,Beauty,288,18,,24,16.43,29.99,,WH-B1,3041
"May 04, 2024",2044,Electric Toothbrush Rechargeable,SKU-2044-5710,health,95,40,,29,22.84,49.99,,WH-A1,3023
04-05-2024,2045,Hair Dryer Professional,SKU-2045-9252,Beauty,236,7,,35,37.87,69.99,,WH-A2,3004
04/05/2024,2046,Multivitamin Daily 120ct,SKU-2046-2719,Health,288,24,,10,10.09,24.99,,WH-B1,3013
2024/05/04,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,Health,286,34,,36,$7.23,16.99,,WH-B1,3041
04-05-2024,2048,Face Wash Gentle Cleanser,SKU-2048-1450,Beauty,255,41,,23,6.66,$12.99,,wh-b1,3033
"May 04, 2024",2049,Shampoo Argan Oil 16oz,SKU-2049-4407,BEAUTY,5,32,,22,$6.40,14.99,,wh-b1,3038
04/05/2024,2050,Digital Bathroom Scale,SKU-2050-7743,Health,236,26,,6,21.22,$39.99,,WH-B2,3048
"May 04, 2024",2051,Hardcover Notebook A5,SKU-2051-9972,Office,288,5,,30,5.72,12.99,,WH-B1,3043
05/04/2024,2052,Ballpoint Pens 12-Pack,SKU-2052-7281,OFFICE,85,36,,30,4.59,$8.99,,WH-A1,3033
05/04/2024,2053,Desk Organizer Bamboo,SKU-2053-5558,Office,194,31,,9,$10.20,24.99,,WH-C2,3012
"May 04, 2024",2054,Stapler Heavy Duty,SKU-2054-5278,office,225,6,,11,8.54,19.99,,wh-a1,3001
2024-05-04,2055,Sticky Notes 12-Pack,SKU-2055-5955,Office,315,15,,17,$4.06,9.99,,WH-A2,
05/04/2024,2056,Mechanical Pencil Set,SKU-2056-6371,Office,150,31,,9,6.44,14.99,,wh-b1,3037
05/04/2024,2057,Wireless Mouse Ergonomic,SKU-2057-9974,Office,397,45,,21,$18.60,39.99,,wh-a1,3020
05/04/2024,2058,Desk Lamp LED Adjustable,SKU-2058-2037,Office,480,39,,10,$23.50,44.99,,WH-B2,3024
"May 04, 2024",2059,Folder Organizer 10-Pack,SKU-2059-2635,OFFICE,407,9,,25,5.59,12.99,,WH-C2,
05/04/2024,2060,Whiteboard 24x36,SKU-2060-5372,Office,127,8,,11,21.56,$49.99,,WH-A2,3002
04-05-2024,2061,Action Figure Collector Series,SKU-2061-9248,Toys,161,39,,45,$12.59,$24.99,,WH-C1,3022
05/04/2024,2062,Board Game Strategy 2-6 Players,SKU-2062-6656,toys,217,23,,45,19.29,39.99,,wh-a1,3005
05/04/2024,2063,LEGO Building Set 500pcs,SKU-2063-6728,Toys,259,6,,46,$27.94,59.99,,WH-B2,3010
04/05/2024,2064,Remote Control Car Racing,SKU-2064-6588,Toys,320,34,,42,21.10,49.99,,WH-A1,3027
"May 04, 2024",2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,Toys,472,17,,13,10.13,19.99,,WH-C2,3010
04/05/2024,2066,Doll with Accessories,SKU-2066-6394,Toys,167,25,,25,14.11,$29.99,,WH-A1,3007
04-05-2024,2067,Card Game Family Fun,SKU-2067-7698,Toys,200,42,,30,$8.07,14.99,,WH-B1,3046
04/05/2024,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,Toys,3,30,,12,$10.13,19.99,,WH-A1,3029
04/05/2024,2069,Telescope Beginner 70mm,SKU-2069-4584,Toys,182,11,,26,$41.11,89.99,,WH-C2,
"May 04, 2024",2070,Science Kit Chemistry,SKU-2070-2054,Toys,498,1,,15,$18.23,34.99,,WH-A1,3038
"July 10, 2024",2001,Wireless Bluetooth Headphones,SKU-2001-7938,Electronics,221,12,,45,66.91,149.99,,WH-C2,
2024/07/10,2002,Smart LED TV 55-inch,SKU-2002-4412,Electronics,72,44,,29,298.38,699.99,,WH-B2,3016
2024/07/10,2003,Laptop 15.6 inch Core i7,SKU-2003-8028,Electronics,439,14,,25,$645.70,"1,249.99",,WH-B1,3002
07/10/2024,2004,USB-C Fast Charger 65W,SKU-2004-5125,Electronics,326,26,,39,12.29,34.99,,WH-A2,3030
07/10/2024,2005,Mechanical Gaming Keyboard,SKU-2005-4228,Electronics,333,34,,34,$53.87,89.99,,WH-A1,3027
10-07-2024,2006,4K Webcam 1080p,SKU-2006-7909,electronics,188,34,,49,$33.39,79.99,,WH-C1,3040
2024/07/10,2007,Portable Bluetooth Speaker,SKU-2007-6416,Electronics,458,43,,6,24.14,59.99,,WH-C1,3040
10-07-2024,2008,Smartwatch Fitness Tracker,SKU-2008-6735,electronics,345,32,,43,91.70,$199.99,,wh-b1,3033
"July 10, 2024",2009,Noise Cancelling Earbuds,SKU-2009-2763,electronics,282,13,,10,72.43,129.99,,WH-B1,3008
10-07-2024,2010,External SSD 1TB,SKU-2010-1970,Electronics,347,10,,20,47.21,119.99,,WH-B1,
07/10/2024,2011,Running Shoes Men Size 10,SKU-2011-2637,Footwear,499,11,,40,38.92,$89.99,,wh-a1,3013
"Jul 10, 2024",2012,Women's Yoga Pants,SKU-2012-5183,Clothing,467,11,,44,18.21,49.99,,WH-A1,3044
2024/07/10,2013,Men's Casual Polo Shirt,SKU-2013-3568,Clothing,468,35,,14,13.94,34.99,,WH-B1,3040
10-07-2024,2014,Women's Winter Jacket,SKU-2014-3549,Clothing,75,32,,25,$47.58,$129.99,,wh-a1,3012
"Jul 10, 2024",2015,Kids Soccer Cleats,SKU-2015-4219,Footwear,158,4,,46,$17.29,$44.99,,wh-a1,3038
10-07-2024,2016,Denim Jeans Slim Fit,SKU-2016-5459,Clothing,109,49,,45,34.85,$64.99,,WH-A2,3031
"July 10, 2024",2017,Sports Backpack 30L,SKU-2017-5600,bags,219,14,,47,20.28,54.99,,WH-C1,
10-07-2024,2018,Baseball Cap Adjustable,SKU-2018-2408,Clothing,48,21,,37,$9.23,$24.99,,WH-C1,3008
"July 10, 2024",2019,Gym Gloves Workout,SKU-2019-9734,Clothing,282,21,,12,7.40,19.99,,wh-b1,
2024/07/10,2020,Athletic Crew Socks 6-Pack,SKU-2020-8195,Clothing,169,30,,31,7.52,14.99,,WH-C1,
"Jul 10, 2024",2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,Kitchen,54,19,,50,$135.30,249.99,,WH-A1,3046
10-07-2024,2022,Coffee Maker 12-Cup,SKU-2022-5885,Kitchen,328,32,,39,$37.88,79.99,,wh-a1,3036
2024/07/10,2023,Air Fryer 5.8 Quart,SKU-2023-1048,  Kitchen ,143,43,,30,42.83,99.99,,WH-B1,3045
07/10/2024,2024,Non-Stick Pan Set 3-Piece,SKU-2024-5329,  Kitchen ,148,26,,15,$38.14,69.99,,WH-B1,3002
10/07/2024,2025,Blender High Performance,SKU-2025-9530,Kitchen,451,12,,44,49.21,129.99,,WH-C2,3008
2024/07/10,2026,Cutting Board Set Bamboo,SKU-2026-1154,kitchen,407,30,,31,14.59,29.99,,WH-B1,3035
07/10/2024,2027,Instant Pot 8 Quart,SKU-2027-4461,Kitchen,359,33,,30,51.28,$129.99,,wh-b1,3017
"July 10, 2024",2028,Wine Glass Set 12-Piece,SKU-2028-2259,Kitchen,433,5,,24,$17.48,$39.99,,WH-C2,3014
10-07-2024,2029,Knife Set 15-Piece,SKU-2029-3026,Kitchen,387,8,,25,81.61,149.99,,WH-B1,3036
2024-07-10,2030,Stand Mixer 5 Quart,SKU-2030-4078,Kitchen,52,22,,27,171.29,349.99,,wh-a1,
10/07/2024,2031,Yoga Mat Non-Slip,SKU-2031-6532,SPORTS,151,28,,42,$17.14,$39.99,,WH-B1,
"Jul 10, 2024",2032,Resistance Bands Set 5-Pack,SKU-2032-9326,Sports,149,27,,32,12.53,24.99,,WH-C1,
2024/07/10,2033,Adjustable Dumbbells 50lb,SKU-2033-9605,Sports,403,1,,20,178.09,$299.99,,WH-B1,
"July 10, 2024",2034,Camping Tent 4-Person,SKU-2034-5579,Sports,39,38,,49,97.31,189.99,,WH-B2,3034
2024/07/10,2035,Hiking Boots Waterproof,SKU-2035-6241,Footwear,186,36,,44,49.28,139.99,,WH-B2,
07/10/2024,2036,Foam Roller 18-inch,SKU-2036-8868,Sports,25,43,,15,10.70,29.99,,wh-a1,3038
2024-07-10,2037,Jump Rope Speed,SKU-2037-3077,SPORTS,376,49,,37,8.33,14.99,,WH-C2,
"Jul 10, 2024",2038,Water Bottle 32oz Insulated,SKU-2038-9318,Sports,237,29,,29,14.26,$34.99,,WH-C2,3029
2024/07/10,2039,Trekking Poles Adjustable,SKU-2039-1135,Sports,163,28,,18,33.92,$59.99,,WH-B2,3014
"Jul 10, 2024",2040,Sleeping Bag -20F,SKU-2040-5501,Sports,483,26,,32,34.30,89.99,,WH-B2,3015
2024-07-10,2041,Vitamin C 1000mg 90 Tablets,SKU-2041-1431,health,197,43,,35,$7.53,$19.99,,WH-A2,3041
07/10/2024,2042,Protein Powder Whey 5lb,SKU-2042-7028,Health,56,0,,22,25.05,54.99,,WH-C1,3023
"Jul 10, 2024",2043,Moisturizing Face Cream SPF30,SKU-2043-8727,Beauty,294,50,,24,16.43,29.99,,WH-B1,3007
2024/07/10,2044,Electric Toothbrush Rechargeable,SKU-2044-5710,health,408,13,,29,22.84,$49.99,,WH-C2,3042
"July 10, 2024",2045,Hair Dryer Professional,SKU-2045-9252,Beauty,177,12,,35,37.87,$69.99,,WH-A2,3033
07/10/2024,2046,Multivitamin Daily 120ct,SKU-2046-2719,Health,250,17,,10,10.09,24.99,,WH-C1,3037
10-07-2024,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,Health,163,29,,36,7.23,16.99,,wh-b1,3023
"Jul 10, 2024",2048,Face Wash Gentle Cleanser,SKU-2048-1450,Beauty,357,5,,23,$6.66,12.99,,WH-C1,3016
10/07/2024,2049,Shampoo Argan Oil 16oz,SKU-2049-4407,BEAUTY,343,40,,22,6.40,$14.99,,wh-b1,3037
07/10/2024,2050,Digital Bathroom Scale,SKU-2050-7743,Health,2,17,,6,21.22,39.99,,WH-A2,
"July 10, 2024",2051,Hardcover Notebook A5,SKU-2051-9972,Office,163,37,,30,5.72,12.99,,WH-C1,3036
"July 10, 2024",2052,Ballpoint Pens 12-Pack,SKU-2052-7281,OFFICE,476,35,,30,$4.59,$8.99,,WH-A2,3008
10-07-2024,2053,Desk Organizer Bamboo,SKU-2053-5558,Office,222,40,,9,10.20,24.99,,WH-B2,3048
"July 10, 2024",2054,Stapler Heavy Duty,SKU-2054-5278,office,98,47,,11,8.54,19.99,,WH-C1,3005
2024/07/10,2055,Sticky Notes 12-Pack,SKU-2055-5955,Office,465,12,,17,$4.06,$9.99,,WH-A2,3011
10/07/2024,2056,Mechanical Pencil Set,SKU-2056-6371,Office,404,16,,9,6.44,$14.99,,WH-C2,3027
10/07/2024,2057,Wireless Mouse Ergonomic,SKU-2057-9974,Office,323,32,,21,18.60,39.99,,WH-B2,3034
07/10/2024,2058,Desk Lamp LED Adjustable,SKU-2058-2037,Office,450,27,,10,$23.50,44.99,,WH-C2,3026
07/10/2024,2059,Folder Organizer 10-Pack,SKU-2059-2635,OFFICE,299,23,,25,5.59,$12.99,,wh-b1,3043
"Jul 10, 2024",2060,Whiteboard 24x36,SKU-2060-5372,Office,206,21,,11,21.56,49.99,,wh-a1,3036
2024-07-10,2061,Action Figure Collector Series,SKU-2061-9248,Toys,462,48,,45,12.59,24.99,,WH-A1,3037
"July 10, 2024",2062,Board Game Strategy 2-6 Players,SKU-2062-6656,toys,227,41,,45,19.29,39.99,,WH-A2,3035
10-07-2024,2063,LEGO Building Set 500pcs,SKU-2063-6728,Toys,157,12,,46,27.94,59.99,,WH-A2,
"Jul 10, 2024",2064,Remote Control Car Racing,SKU-2064-6588,Toys,471,8,,42,$21.10,49.99,,WH-B2,3031
"Jul 10, 2024",2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,Toys,479,41,,13,10.13,19.99,,WH-A1,3037
"July 10, 2024",2066,Doll with Accessories,SKU-2066-6394,Toys,24,50,,25,14.11,29.99,,WH-C2,3024
10/07/2024,2067,Card Game Family Fun,SKU-2067-7698,Toys,27,24,,30,$8.07,14.99,,WH-A2,3005
2024-07-10,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,Toys,376,23,,12,10.13,19.99,,WH-C1,3026
07/10/2024,2069,Telescope Beginner 70mm,SKU-2069-4584,Toys,333,45,,26,41.11,89.99,,WH-B1,3003
2024/07/10,2070,Science Kit Chemistry,SKU-2070-2054,Toys,209,19,,15,18.23,34.99,,WH-B2,3017
"October 28, 2024",2001,Wireless Bluetooth Headphones,SKU-2001-7938,Electronics,38,22,,45,$66.91,149.99,,WH-A1,
2024/10/28,2002,Smart LED TV 55-inch,SKU-2002-4412,Electronics,491,32,,29,298.38,699.99,,wh-b1,
10/28/2024,2003,Laptop 15.6 inch Core i7,SKU-2003-8028,Electronics,337,33,,25,645.70,1249.99,,WH-B1,3011
10/28/2024,2004,USB-C Fast Charger 65W,SKU-2004-5125,Electronics,344,2,,39,12.29,34.99,,WH-B1,3006
28-10-2024,2005,Mechanical Gaming Keyboard,SKU-2005-4228,Electronics,252,17,,34,53.87,89.99,,wh-a1,3013
"Oct 28, 2024",2006,4K Webcam 1080p,SKU-2006-7909,electronics,27,11,,49,33.39,$79.99,,WH-B1,3040
2024-10-28,2007,Portable Bluetooth Speaker,SKU-2007-6416,Electronics,341,20,,6,24.14,59.99,,wh-b1,
2024-10-28,2008,Smartwatch Fitness Tracker,SKU-2008-6735,electronics,341,47,,43,91.70,$199.99,,wh-b1,3038
2024-10-28,2009,Noise Cancelling Earbuds,SKU-2009-2763,electronics,492,34,,10,72.43,129.99,,WH-A2,3032
28-10-2024,2010,External SSD 1TB,SKU-2010-1970,Electronics,439,37,,20,47.21,119.99,,WH-A2,3004
28-10-2024,2011,Running Shoes Men Size 10,SKU-2011-2637,Footwear,392,35,,40,38.92,89.99,,wh-a1,3016
2024/10/28,2012,Women's Yoga Pants,SKU-2012-5183,Clothing,175,42,,44,18.21,$49.99,,wh-b1,3002
28/10/2024,2013,Men's Casual Polo Shirt,SKU-2013-3568,Clothing,64,5,,14,13.94,$34.99,,WH-A2,3009
2024-10-28,2014,Women's Winter Jacket,SKU-2014-3549,Clothing,283,20,,25,$47.58,129.99,,WH-A2,3030
28-10-2024,2015,Kids Soccer Cleats,SKU-2015-4219,Footwear,122,16,,46,17.29,$44.99,,wh-b1,3034
"Oct 28, 2024",2016,Denim Jeans Slim Fit,SKU-2016-5459,Clothing,480,16,,45,$34.85,$64.99,,WH-C2,3034
2024/10/28,2017,Sports Backpack 30L,SKU-2017-5600,bags,325,30,,47,$20.28,54.99,,WH-A2,3033
10/28/2024,2018,Baseball Cap Adjustable,SKU-2018-2408,Clothing,10,31,,37,9.23,24.99,,WH-C1,3014
2024/10/28,2019,Gym Gloves Workout,SKU-2019-9734,Clothing,390,3,,12,7.40,19.99,,WH-B2,3004
28/10/2024,2020,Athletic Crew Socks 6-Pack,SKU-2020-8195,Clothing,177,3,,31,7.52,14.99,,WH-B2,3045
28/10/2024,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,Kitchen,229,16,,50,$135.30,$249.99,,WH-A2,3025
2024/10/28,2022,Coffee Maker 12-Cup,SKU-2022-5885,Kitchen,179,33,,39,37.88,$79.99,,wh-a1,3025
"October 28, 2024",2023,Air Fryer 5.8 Quart,SKU-2023-1048,  Kitchen ,144,39,,30,42.83,99.99,,WH-C2,3043
"October 28, 2024",2024,Non-Stick Pan Set 3-Piece,SKU-2024-5329,  Kitchen ,79,9,,15,$38.14,69.99,,WH-A2,3050
28-10-2024,2025,Blender High Performance,SKU-2025-9530,Kitchen,459,33,,44,$49.21,129.99,,wh-a1,3023
2024-10-28,2026,Cutting Board Set Bamboo,SKU-2026-1154,kitchen,315,42,,31,14.59,29.99,,WH-B1,3005
2024/10/28,2027,Instant Pot 8 Quart,SKU-2027-4461,Kitchen,179,25,,30,51.28,129.99,,WH-A1,3006
10/28/2024,2028,Wine Glass Set 12-Piece,SKU-2028-2259,Kitchen,215,6,,24,17.48,39.99,,WH-C2,3007
"October 28, 2024",2029,Knife Set 15-Piece,SKU-2029-3026,Kitchen,147,20,,25,81.61,149.99,,wh-b1,3023
28-10-2024,2030,Stand Mixer 5 Quart,SKU-2030-4078,Kitchen,13,24,,27,$171.29,349.99,,WH-C1,
"October 28, 2024",2031,Yoga Mat Non-Slip,SKU-2031-6532,SPORTS,473,17,,42,17.14,39.99,,WH-A2,
28/10/2024,2032,Resistance Bands Set 5-Pack,SKU-2032-9326,Sports,253,40,,32,$12.53,24.99,,WH-C1,3050
"October 28, 2024",2033,Adjustable Dumbbells 50lb,SKU-2033-9605,Sports,455,3,,20,$178.09,299.99,,WH-A1,3047
2024/10/28,2034,Camping Tent 4-Person,SKU-2034-5579,Sports,185,14,,49,97.31,189.99,,wh-b1,3012
"October 28, 2024",2035,Hiking Boots Waterproof,SKU-2035-6241,Footwear,472,25,,44,49.28,139.99,,WH-B1,3022
2024-10-28,2036,Foam Roller 18-inch,SKU-2036-8868,Sports,482,48,,15,$10.70,29.99,,WH-B2,
"Oct 28, 2024",2037,Jump Rope Speed,SKU-2037-3077,SPORTS,228,47,,37,8.33,14.99,,WH-C1,
28-10-2024,2038,Water Bottle 32oz Insulated,SKU-2038-9318,Sports,188,28,,29,14.26,34.99,,WH-A1,3021
2024/10/28,2039,Trekking Poles Adjustable,SKU-2039-1135,Sports,164,46,,18,33.92,$59.99,,WH-B1,3026
2024-10-28,2040,Sleeping Bag -20F,SKU-2040-5501,Sports,208,8,,32,34.30,$89.99,,WH-B2,3026
"Oct 28, 2024",2041,Vitamin C 1000mg 90 Tablets,SKU-2041-1431,health,216,39,,35,7.53,19.99,,WH-B1,3033
"Oct 28, 2024",2042,Protein Powder Whey 5lb,SKU-2042-7028,Health,250,48,,22,25.05,$54.99,,WH-C1,3025
2024-10-28,2043,Moisturizing Face Cream SPF30,SKU-2043-8727,Beauty,241,15,,24,16.43,29.99,,WH-C1,3021
"Oct 28, 2024",2044,Electric Toothbrush Rechargeable,SKU-2044-5710,health,295,38,,29,22.84,49.99,,WH-C2,
2024/10/28,2045,Hair Dryer Professional,SKU-2045-9252,Beauty,337,26,,35,$37.87,69.99,,WH-B1,3001
2024-10-28,2046,Multivitamin Daily 120ct,SKU-2046-2719,Health,324,45,,10,10.09,24.99,,WH-B2,3012
28/10/2024,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,Health,398,28,,36,$7.23,$16.99,,WH-B2,3018
2024-10-28,2048,Face Wash Gentle Cleanser,SKU-2048-1450,Beauty,320,10,,23,$6.66,$12.99,,WH-C1,3020
28-10-2024,2049,Shampoo Argan Oil 16oz,SKU-2049-4407,BEAUTY,88,12,,22,6.40,14.99,,WH-B2,
"Oct 28, 2024",2050,Digital Bathroom Scale,SKU-2050-7743,Health,303,26,,6,21.22,39.99,,wh-a1,3015
"Oct 28, 2024",2051,Hardcover Notebook A5,SKU-2051-9972,Office,54,36,,30,$5.72,12.99,,WH-B1,
10/28/2024,2052,Ballpoint Pens 12-Pack,SKU-2052-7281,OFFICE,370,12,,30,4.59,8.99,,WH-A1,3011
"Oct 28, 2024",2053,Desk Organizer Bamboo,SKU-2053-5558,Office,411,12,,9,10.20,$24.99,,WH-B2,3027
28/10/2024,2054,Stapler Heavy Duty,SKU-2054-5278,office,371,11,,11,8.54,19.99,,wh-a1,3032
"October 28, 2024",2055,Sticky Notes 12-Pack,SKU-2055-5955,Office,96,46,,17,4.06,9.99,,wh-a1,3048
"October 28, 2024",2056,Mechanical Pencil Set,SKU-2056-6371,Office,350,1,,9,6.44,14.99,,WH-A1,3001
2024/10/28,2057,Wireless Mouse Ergonomic,SKU-2057-9974,Office,321,0,,21,18.60,39.99,,WH-C2,3043
"Oct 28, 2024",2058,Desk Lamp LED Adjustable,SKU-2058-2037,Office,382,12,,10,$23.50,$44.99,,WH-B2,3036
2024/10/28,2059,Folder Organizer 10-Pack,SKU-2059-2635,OFFICE,467,10,,25,5.59,12.99,,WH-A2,3024
10/28/2024,2060,Whiteboard 24x36,SKU-2060-5372,Office,52,6,,11,$21.56,49.99,,WH-C1,3021
28-10-2024,2061,Action Figure Collector Series,SKU-2061-9248,Toys,451,2,,45,12.59,$24.99,,wh-a1,3037
2024-10-28,2062,Board Game Strategy 2-6 Players,SKU-2062-6656,toys,441,39,,45,$19.29,39.99,,wh-b1,3004
28-10-2024,2063,LEGO Building Set 500pcs,SKU-2063-6728,Toys,232,34,,46,$27.94,$59.99,,WH-C2,
2024-10-28,2064,Remote Control Car Racing,SKU-2064-6588,Toys,491,12,,42,21.10,49.99,,wh-b1,3020
2024/10/28,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,Toys,105,26,,13,10.13,$19.99,,WH-C2,3005
28/10/2024,2066,Doll with Accessories,SKU-2066-6394,Toys,198,15,,25,14.11,29.99,,WH-A1,3020
28-10-2024,2067,Card Game Family Fun,SKU-2067-7698,Toys,76,44,,30,8.07,14.99,,wh-a1,3011
2024/10/28,2068,Stuffed Animal Bear 18-inch,SKU-2068-4040,Toys,327,38,,12,10.13,$19.99,,WH-A2,3003
"October 28, 2024",2069,Telescope Beginner 70mm,SKU-2069-4584,Toys,397,16,,26,41.11,$89.99,,WH-A2,3030
2024-10-28,2070,Science Kit Chemistry,SKU-2070-2054,Toys,156,44,,15,18.23,34.99,,wh-a1,
